item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
db52cf3d245e,5af6854b3cf3,Свердловская область,Екатеринбург,Для дома и дачи,Ремонт и строительство,Стройматериалы,,,Медный питающий провод*,"ЦЕНА ПРОИЗВОДИТЕЛЯ/
-ТУ/
-ГОСТ/
-РАЗНОЕ СЕЧЕНИЕ/
-НЕОБХОДИМЫЙ МЕТРАЖ/
-В НАЛИЧИИ/
-ПОД ЗАКАЗ/
-ДОСТАВКА",10.0,146,2017-03-20,Company,c717337ab72ff1fc9044509a12ae0c24f3a23278a1684b9b927845b93179ff43,1307.0,0.0
f3f7a38dbe18,1fc408f48cff,Алтайский край,Барнаул,Личные вещи,Детская одежда и обувь,Для мальчиков,Трикотаж,146-152 см (10-12 лет),Водолазка,"Кашемир,не закатывается ,для повседневной носки,в отличном состоянии",300.0,14,2017-03-27,Private,24ca56bb12acaf511d35f57a20ac6b8d98a84acad329e0ff726e88a72ab1ad88,62.0,0.0
e04828936fc5,2fce002a0d21,Пермский край,Кунгур,Бытовая электроника,Телефоны,Samsung,,,Samsung galaxy s2 на запчасти,Samsung galaxy s2 на запчасти. Неисправна память.,500.0,21,2017-03-28,Private,00d4b4267560d6db37b24c3b6f6390d414f177fb8b70c95b4bbf413faad5f6d8,2932.0,0.76786
8071ae46e1fc,e3564982aced,Свердловская область,Березовский,Животные,Собаки,Другая,,,Отдам милых щенков,"Маленькие и невероятно беззащитные собачьи детки в поисках Дома! /
Забраны с территории базы от охраной собаки, их в таком возрасте хотели утопить((( Мама большая, малыши тоже вырастут выше колена. Сейчас им примерно один месяц с небольшим. Кушают сами. Семь парней и одна девочка (поможем со стерилизацией по возрасту). Звоните, приезжайте выбирать.",,199,2017-03-24,Company,df8e03fc8c0ed44588c1f9b0c4894c91b1e57c952680f8d2e57ece75cd038b49,2162.0,0.68253
35f011d65bb8,dfa988975741,Ростовская область,Новочеркасск,Животные,Кошки,Другая,,,Кошечка ищет дом,"Рыжее счастье дом и любящих хозяев .Кошечке 1 год.Очень ласковая мурчалка, постоянно на ручки просится,любит людей, ладит с другими животными.Похитит ваше сердце всерьез и навсегда.Отдается по договору с дальнейшим ненавязчивым отслеживанием судьбы.",0.0,15,2017-03-28,Private,88c70b8941bd4230bd9938a038aeb7998d097de7d4d71756a2514d8bb7938450,2063.0,0.78503
ef11a927e943,6c4ce4900a5b,Новосибирская область,Новосибирск,Недвижимость,Коммерческая недвижимость,Сдам,Офисное помещение,,"Сдам офисное помещение, 111 м²","Сдам помещение в жилом доме с отдельным входом. Высокий цоколь с полноценными окнами. Качественный ремонт. Мощность 25 кВт. Высота потолков - 2.75 м. 6-7 кабинетом. Идеально подходит под салон красоты, медицинское учреждение, офис, детский центр и тд. Наличие парковки возле здания.",60000.0,299,2017-03-27,Company,03a9a51bcc96cad6b1655a7fbb82000fc43a33cd2bccd7ce016fbf4cd109ed4b,2217.0,0.0
9dec67d48432,7c1a55073dc3,Татарстан,Набережные Челны,Транспорт,Автомобили,С пробегом,УАЗ,452 Буханка,"УАЗ 452 Буханка, 1990","Буханка в процессе восстановления. Не хватило времени и сил доделать. Остались только кузовные работы: покрасить, дособрать.  Кузов без ржавчины, всё что нужно усилено и переварено. Готов к покраске. По технике практически ничего делать не нужно: двигатель, мосты, коробка, редуктора, карданные валы - всё откапиталено. Новая резина. Документы в порядке, можно без проблем поставить на учет. Возможен торг на месте./
Также в продаже гараж с увеличенными воротами под данный автомобиль - 120тыс.",60000.0,13,2017-03-20,Private,104cf6f1fc5af3012f1bb2d1e2ee9179b07e2d837ecf3919312d1de396767736,1083.0,0.0
1806fc91aeaf,82a96987d0f8,Тюменская область,Тюмень,Недвижимость,Квартиры,Продам,1,Вторичка,"1-к квартира, 45 м², 12/16 эт.","Отличная квартира в одном из самых лучших районов города, новый, но уже устоявшийся дом. Закрытый двор с круглосуточной охраной. В квартире сделан качественный ремонт.Полы ламинат, стены обои под покраску,потолок ровная плита, сан узел кафель, в квартире остается кухонный гарнитур, мебель, шкаф купе, район с отлично развитой инфраструктурой и транспортной развязкой, в шаговой доступности новая школа и детский сад, поликлиника, с/к здоровье, в скором времени закончат строительство самого большого в уральском регионе Аквапарка,в общем район и дом очень подойдут для вашего камфортного проживания, кстати до центра на машине 7 минут а на автобусе 10-15. Внутренний номер предложения в компании - 155132",3300000.0,76411,2017-03-15,Shop,45ce188c2b403ec066e725e04b173689aa6fbafd59aede50973f1bb84f15909a,2220.0,0.07654
5516ca565791,8d85d7ecdb79,Красноярский край,Красноярск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Обувь,37,Кроссовки Adidas Stan Smith (4613),"Размеры в наличии:/
36 37 38 39/
Приобрести можете в нашем магазине в Красноярске (предварительно написав мне сообщение)/
Так же есть доставка по городу Красноярск,стоимость доставки 300р-350р./
На нашем сайте можно посмотреть весь ассортимент спортивной обуви и одежды./
Адрес магазина и ссылку сайта можете получить по e-mail, по телефону, а так же можете написать на WhatsApp и на Viber",2790.0,1830,2017-03-25,Company,a1a98bd74049503ea2e86aa190f3ba5862503cad7aa6bb34b6788c8df258cc89,461.0,0.0
368a82ec52d6,2317a152843d,Челябинская область,Челябинск,Личные вещи,Детская одежда и обувь,Для девочек,Комбинезоны и боди,86-92 см (1-2 года),Продам детский комбинезон,"Продам детский универсальный комбинезон осень-зима Российского производства, подкладка остегивается, варежки в комплекте.",1000.0,16,2017-03-27,Private,3f88cd1d326f1fc53404d0fe4d93db44e35105b7c83b7ad2cb557461ba8af043,95.0,0.0
4c68d327ddc6,4bd2684f39a5,Нижегородская область,Арзамас,Для дома и дачи,Продукты питания,,,,"Свекла ""Пабло""","Это среднесозревающий, чрезвычайно выносливый и неприхотливый к грунту гибрид столовой свеклы. Плод – круглый по форме, до 200 г по весу, с нетолстой кожицей, хорошо хранится. Мякоть – на вкус нежная, красная на цвет, колец на срезе не имеет. Свекла Пабло рекомендована специалистами к выращиванию на территории Урала, поскольку стойка к ранней цветушности и заморозкам.",10.0,4,2017-03-27,Private,841a0de6d521957f4f38fa1cdd9cdb6969a6a1988297177207224d4506179c22,1753.0,0.0
e4d62db9bb37,af568abe3cf1,Красноярский край,Красноярск,Недвижимость,Квартиры,Продам,1,Вторичка,"1-к квартира, 34 м², 5/10 эт.",Продам 1 комн. в отличном состоянии. Новый дом. Сделан ремонт. Подходит под ипотеку.,1750000.0,5,2017-03-17,Company,50dfe6fdae6404e192e6081dec7048bb80c1ca969da6bca69ad70f2b7b1990cc,2219.0,0.07497999999999999
6d56fb550ccd,797e7c5fc1c0,Новосибирская область,Новосибирск,Животные,Кошки,Другая,,,Отдам в добрые руки,Отдам котят в добрые руки,,8,2017-03-20,Private,f448cfee4ac4d72d2dd40b27fd64281aae7deb0b8c20ecdd91b332d81cb9a0fd,2075.0,0.0
69b174de92a9,8e99019d8477,Белгородская область,Старый Оскол,Бытовая электроника,Аудио и видео,Телевизоры и проекторы,,,Телевизор с тумбой,Телевизор SONY Trinitron с тумбой,3000.0,66,2017-03-18,Private,9d26ed0351a6d80f3cf43ed19194b1e171f5c09002b784c106b3cae8de04686b,1457.0,0.14792
f840a7c7fbc6,7b2c03b49e3d,Саратовская область,Саратов,Для бизнеса,Оборудование для бизнеса,Другое,,,Аппарат для попкорна PM-81E,"Аппарат в хорошем состоянии, был куплен год назад, практически не использовался./
/
Характеристика:/
Модель PM-81E, производитель BARROS (КИТАЙ), 220 В, 1.3 кВт, 28кг, размеры 500х360х660/
/
Описание товара:/
/
Для разовой загрузки поп-корн аппарата с вкусовой добавкой или сахаром вам потребуется:/
/
250-270 грамм кукурузы; /
/
Одна столовая ложка кокосового масла;/
/
1,5 чайной ложки вкусовой добавки или сахара./
/
для изготовления соленого попкорна потребуется 0,5 чайной ложки соли./
/
Время приготовления разовой загрузки попкорна: меньше минуты. /
Ориентировочное количество производимого продукта составляет 4-5 кг./час",6000.0,4,2017-03-22,Private,a64babcff8efb1848f911f2407c9529993c89da747f03005805cb5a3e29891dd,2554.0,0.12267
d869caa161e7,c2106553c1e5,Пермский край,Пермь,Личные вещи,Товары для детей и игрушки,Детские коляски,,,Лот 17783. Коляска Expander Eliza 2 в 1,"Внимание! По 2 апреля включительно можно получить скидку 500 руб на любую коляску с рождения дороже 5000 руб! Подробности в нашей группе ВКонтакте./
 /
Коляска 2 в 1 зелёного цвета. Передние колёса поворотные, задние с амортизацией. Короб и прогулочный блок в комплекте. Модули фиксируются к шасси в обоих направлениях. Производитель Польша. Цена 8390 рублей. Этот товар можно приобрести в магазине на ул. Братьев Игнатовых д. 19./
 /
================/
 /
Весь ассортимент в других объявлениях магазина внизу страницы (весь товар и цены реальны, фото настоящие)/
 /
Почему выбирают именно наши магазины? /
— Три магазина, более 400 кв. метров с достойным выбором новых и б/у колясок, автокресел и других детских товаров на любой бюджет/
— Грамотные консультации /
— Выгодный обмен б/у детских вещей /
— Оплата по банковским картам /
— Ремонт или предпродажная подготовка вашего товара/
— Прокат автокресел/
По наличию товара и по всем вопросам, пожалуйста, обращайтесь по телефону в рабочее время с 10 до 20 часов./
 /
=================",8390.0,7362,2017-03-23,Shop,f58184830ed4e52b0572c78f0ff3db5bda521ea79e1f86e0cd8afd3fbadfe6a6,1002.0,0.0
169d1d211627,c89470c9f112,Свердловская область,Каменск-Уральский,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Купальники,42–44 (S),Фирменный купальник Бикини Adidas Z29898 Оригинал,новый,1000.0,50,2017-03-24,Private,898f766e5d4e2691113175a53ef1edb07ace9fe6f8a93493bc77fa3debf88cc5,416.0,0.0
f9884467120c,c67dc9769e8c,Саратовская область,Саратов,Личные вещи,"Одежда, обувь, аксессуары",Мужская одежда,Пиджаки и костюмы,52–54 (XXL),Натуральный кожаный пиджак,"Продаю натуральный кожаный пиджак, размер 52-54, цвет черный.",7500.0,50,2017-03-16,Private,821da7008063627d8a0b85bfcbe905f1e09d9da73ee4aecb50cb2087fece30d7,648.0,0.0
52a49ed698d2,1154dfed36b2,Краснодарский край,Краснодар,Хобби и отдых,Спорт и отдых,Фитнес и тренажёры,,,Тренажер,Силовой тренажер,15000.0,14,2017-03-17,Private,4b63803409c64ee856c252ee8a3de8565363961132744834012e8b74731c38a4,692.0,0.21247
29b5a6dc230d,98c6a9905269,Башкортостан,Уфа,Недвижимость,"Дома, дачи, коттеджи",Продам,Дом,,Дом 40 м² на участке 29 сот.,"продам новый бревенчатый дом 40 кв.м. в с.александровка камышлинсий с\с на зем.участке 29 соток подведено эл.380в частично огорожен профнастилом есть скважина подъезд круглый год так как дом расположен на центральной улице, за 350000 можно на мат капитал /
собственник.ТОРГ НА МЕСТЕ",350000.0,5,2017-03-22,Private,,,0.40946
8a45c5c312b9,417c35a60fbd,Ставропольский край,Ессентуки,Недвижимость,Квартиры,Сдам,На длительный срок,2,"2-к квартира, 100 м², 1/2 эт.","Сдается две двухкомнатные квартиры. С ремонтом. Без мебели. Со всеми удобствами. В хорошем районе. Рядом остановки, Ж/Д вокзал, курортная зона, магазины, аптеки, школа и дет.сад. С одной квартиры 20тыс. рублей (с учетом коммунальных услуг)",20000.0,1,2017-03-17,Private,cd2601f75b255e3b4db8230e4524aac3d834e0bde1b589f7c8f3a68723a7a8f0,2222.0,0.05955
15531a26a0a2,d0e6901d0e57,Воронежская область,Воронеж,Транспорт,Автомобили,С пробегом,ВАЗ (LADA),2106,"ВАЗ 2106, 1989","Продаю ВАЗ 21063 состояние кузова можно оценить на фото и при осмотре,кузов не гнилой,дно не гнилое. Машина полностью на ходу. Вложений не требует. Ходовая часть полностью в круг новая. Рассмотрю варианты обмена.Торг.",37000.0,1,2017-03-16,Private,922d585c405ea99884e98fc2134743fdea7cf80fee3133207183d37139e2fcef,1055.0,0.1026
c0cbb57104e6,41d6980ba982,Ярославская область,Рыбинск,Личные вещи,Красота и здоровье,Парфюмерия,,,Montale roses musk,"Без двух пшиков. Не подошёл аромат. /
Держатся более 12 часов, очень стойкие",250.0,49,2017-03-18,Private,c6f60fc1dedecc8c0a3f73b3c459cefc844e20ec0bf959b7e4b19920012a7f78,769.0,0.0
9369b6dceda1,a64bb7870012,Калининградская область,Калининград,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Другое,,Плащ 2в1 для беременных I love mum,"Куртка для беременных. Есть специальная вставка расширитель для ношения на поздних сроках беременности.  Очень удобная.  Состояние новой,  носила 2 месяца.  Цена новой на сайте 4100 руб.",1500.0,36,2017-03-16,Private,5fa4993fe5019ec00fe9f94c63fd0515c67d13c1f5e545b2d86fc1e7ef9eb1a1,532.0,0.0
b96cdb63d8a0,f27dfdf3fd99,Пермский край,Березники,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,98-104 см (2-4 года),Комбез весна- осень,"Комбез весна- осень.Ткань не продуваемая в внутри флис.Весь в светоотрожательных полоска, очень красиво светятся.Удобные корманы на замочках.Копюшон отстегивается и мех на нем тоже.Р 104.",1000.0,32,2017-03-17,Private,9d64bd01689edb42197699f14651fb654e75158c1f63a146dd41c3cf3d7acae5,94.0,0.23456999999999997
947c30fd6a22,cf1deaa99079,Калининградская область,Калининград,Для дома и дачи,Мебель и интерьер,Текстиль и ковры,,,Комплект постельного белья Двуспальный новый,"Продам Новый КПБ . Привезён из Турции . Материал - бязь. Качество шикарное ! В комплекте - 2 наволочки ( 50х70 см), 2 пододеяльника евро и простынь (200х220см).  Смотреть р-н Артиллерийской",1200.0,247,2017-03-18,Company,1afaf2ba78fc3b5074b4622d75284b8a3e9474c8fb550e075f1101dc0518526e,103.0,0.0
fc47377d3b2f,ed8d7c9ee4d1,Саратовская область,Балаково,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,86-92 см (1-2 года),Верхняя одежда,"Девочки привет!💋продам одежду,обувь,игрушки,велик,самокат,санки от 0-3 лет!!!брендовые вещи(дорогие)в идеальном состоянии!!!не дорого!!!фото вышлю в личку!!!!при покупке ещё есть то,что отдам даром!в подарок!",100.0,32,2017-03-16,Private,9cdc20d5651c2dc6c013d8dad881e0788ba4776ded370c0fed36bc7b00311298,642.0,0.0
f64617a5df80,1513309eca66,Самарская область,Самара,Бытовая электроника,Телефоны,Номера и SIM-карты,,,Симочки для регистрации,"Идеально подходят для регистрации в соц. сетях, платежных системах, сервисах, мессенджерах и для подачи объявлений. /
Входящие сообщения и вызовы принимают при нулевом и отрицательно балансе. /
Продажа от 100 шт. Меньше не продаем./
100 штук по 17 руб./
200 штук по 15 руб./
500 штук по 14 руб.",14.0,4,2017-03-27,Private,d0e76b29a70b894c3533318302c71d513aef4de56c82e9a8298f7ebb4f911d6c,2904.0,0.29097
bcdf7479b523,3385da7a6823,Башкортостан,Уфа,Для дома и дачи,Мебель и интерьер,Шкафы и комоды,,,Спальный гарнитур,Продается шкаф и кровать в хорошем состоянии,15000.0,11,2017-03-21,Private,2c5df0e47ad3221e19d8b4e49ad160bb7d552e9aa7a3c84cdb65578c98968c9b,1484.0,0.15087
4b4ad6451128,ff2fb21abf98,Татарстан,Нижнекамск,Личные вещи,Товары для детей и игрушки,Велосипеды и самокаты,,,Самокат,Подходит от 1 года до 4 лет,800.0,93,2017-03-21,Company,ad7ae69ffbb05880012045252856e1c8a36aaf1018c5008242561555bfa0c6de,830.0,0.0
ef70bceb995d,6dbe5f31be2a,Ставропольский край,Минеральные Воды,Для дома и дачи,Бытовая техника,Для дома,Швейные машины,,Minerva-335,"В отличном состоянии, ширина зигзага 10мм .",,123,2017-03-16,Company,a2d95588ddc2236a760a9a6f011d774e78c87690f637669c54331a41875ce851,1937.0,0.0
0d94d6f06cdf,c434d3cb5447,Челябинская область,Челябинск,Хобби и отдых,Коллекционирование,Монеты,,,Комплект 15 коп. никель СССР,"В продаже комплект 15 копеечных монет из никеля. Две монеты до реформы рамочники,две штуки после реформенные. Состояние на фото. Оплата доставки монет на покупателе.",200.0,30,2017-03-23,Company,79b999f232bcd059096a4175e839be6c5c826282c32ff26f89a2697d7f928850,2419.0,0.0
abbbbd5e89f9,7a7d438ecc33,Саратовская область,Саратов,Транспорт,Автомобили,С пробегом,ВАЗ (LADA),Kalina,"LADA Kalina, 2008","Продается калина, люкс комплектация.Во владении 4 года. Музыка Pionner+усилитель+2 колонки. Масла, фильтра менялись каждые 10000 км синтетика ZIC ZQ LS. Замена колодок по кругу. Замен аккумулятор на 75АН. На летней резине. Сделана шумоизоляция дверей и арок. Торг.",160000.0,10,2017-03-20,Private,61b24acc3a93ab3dfd2c880931ce2a67b9dfafd1386e4c3a77a68dd124df25ea,1108.0,0.7066600000000001
9a62fd3aa9e0,39922611b244,Краснодарский край,Кропоткин,Для дома и дачи,Ремонт и строительство,Двери,,,Кованые калитки 35,"Кованые калитки - отличайтесь, выделяйтесь!/
/
Плюсы: /
— эстетическая функция, стильность, атмосфера комфортности;/
— экологическая чистота материала;/
— прочность конструкции - обеспечивает дополнительную безопасность;/
— художественный подход в изготовлении, а отсюда и уникальность каждого изделия;/
— устойчивы к коррозии и воздействию окружающей среды./
/
Цена указана за 1 кв.м./
/
Качественно и надежно!/
 /
Звоните и заказывайте!/
 /
Работаем по Краснодарскому краю и Адыгее",10000.0,1123,2017-03-20,Shop,6e7897a49b088201c01d2b833601eda02a1ffcceb77405fe37fa4dd25d5e1d11,2218.0,0.0
44822c3ac868,080e142ee2c6,Самарская область,Самара,Личные вещи,Детская одежда и обувь,Для мальчиков,Пижамы,86-92 см (1-2 года),Слип HM новый 3 года,"размер 92, но реальный на 95, нам в 3 года стал как раз/
цена за 1 пижаму, новый с биркой/
Московск\ново-вокзальн",450.0,77,2017-03-21,Private,db458a6ed22e693d5430c27650ff7588ce199bec82c835be073f021a2de96ff4,59.0,0.0
30db4c123b83,114fd416f750,Башкортостан,Уфа,Для дома и дачи,Ремонт и строительство,Камины и обогреватели,,,Дизельный котел Kiturami Turbo-30,"Дизельный котел КитурамиTurbo-30/
*** Комплектность поставки: котёл дизельный с горелкой; компьютерный блок управления; комнатный выносной термостат-регулятор; инструкция./
***Отапливаемая площадь: до 350 м2./
*** КПД 91.5%/
Особенности: Турбоциклонная горелка с  минимальными выбросами Nox (оксиды азота)./
Вид топлива: дизельное/
ГазПрофСервис  у нас Вы найдете котлы, разной мощности",35300.0,2697,2017-03-17,Company,8c6bf3eb6df3155bd064e0e6a4a524e649eaec4b10388f4565a922f888b49c5a,1249.0,0.0
5929289047e7,48f728c118b0,Тульская область,Тула,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,42–44 (S),Пальто женское новое демисезон,"Новое с этикеткой, цвет серый, приталенное, с капюшоном на пуговицах. Производитель г.Москва, размер указан 44, можно попробовать на 42. В магазине стоило 5500 р. Качественная вещь, продается за ненадобностью. Смотреть - пос.Косая Гора. На телефон отвечаю редко, пишите на авито ""написать продавцу"", почту просматриваю почти каждый день.",2000.0,29,2017-03-27,Private,b1a34627390aa2842943a9c5c87147632124956ce0c46b3a920277f784b63c57,523.0,0.0
0cbc594a9a23,69e05040e1fe,Волгоградская область,Волгоград,Для дома и дачи,Мебель и интерьер,Компьютерные столы и кресла,,,Угловой компьютерный стол,"Стол в нормальном состоянии примерно 1200*1000/
Разбирается на 3 части можно перевозить на легковом авто.",1800.0,6,2017-03-15,Private,ac7369584211e0d19d333867763d642f05333171d3d19691077efc8c07d4a80e,1118.0,0.0
906659d163bd,bb2f8d997265,Ярославская область,Ярославль,Бытовая электроника,Аудио и видео,Музыка и фильмы,,,Увлеченья,"и+возможен обмен на детские нужности, памперсы-подгузники 3,4,5,6,7,если надо по ,пишите все__предложения на почту, - состояние на фото вышлю почтой России в любой город и даже заграницу .доставка за счет покупателя.предоплата 100% пишите и задавайте разумные вопросы на почту . _*НАЛОЖЕННЫМ платежом НЕ ВЫСЫЛАЮ.",180.0,3632,2017-03-26,Company,eba72b1c2f3417b5848e5d2df7e4a8054692ffde9cab62da49dec13377c22bdb,3049.0,0.0
4c64d4641431,df4437de3aca,Башкортостан,Уфа,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,50-56 cм (0-2 мес),Комбинезон,,100.0,56,2017-03-28,Private,ca56623280b41357f9eb801264998aa8a50d0c47db35e880b9d55edd529508da,42.0,0.0
ca4ee8220a92,6411708a1e3d,Самарская область,Тольятти,Хобби и отдых,Спорт и отдых,Другое,,,Попона для лошади,,,6,2017-03-19,Company,b495580679ccdd2fe0a07292dd6dd418529639f3165abd20a393991e59b632dc,2612.0,0.0
f7f0c430b79f,142930a18bbc,Самарская область,Самара,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,42–44 (S),Платье брендовое,"Платье Miss Sixty, состояние нового.",1000.0,11,2017-03-23,Private,38c9c261660ffabaa919987099e8f125e1e312475498e94828819ddd5d5f3e3b,386.0,0.0
6e12695e737e,4a1e9529fb3a,Самарская область,Похвистнево,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Другое,,Шорты,,300.0,9,2017-03-26,Private,a07b6c6aabc428444916e78cb1241b61507d45420471a64fed3c6072c3f0ca61,126.0,0.0
7d3f7916a6c2,b7ffa0513e0f,Башкортостан,Уфа,Хобби и отдых,Спорт и отдых,Зимние виды спорта,,,Продам сноуборд,"Сноуборд 135 см, в хорошем состоянии с креплениями, ботинки в подарок",7000.0,48,2017-03-19,Private,fb31bf0d1bdb5288e092486b508ed0ea701f2761f07c71ecfd6ce9ccb29d534f,2647.0,0.0
a6bf6f85c1c5,f13e91382119,Ханты-Мансийский АО,Сургут,Личные вещи,Детская одежда и обувь,Для мальчиков,"Шапки, варежки, шарфы",,Трикотажная шапочка,,50.0,47,2017-03-16,Private,0684372ef846e393966506f4b7f5c539fd75d093c9452023e20dca5d9d517f8c,55.0,0.0
cb5fbed6f15e,58d1fbd37c42,Краснодарский край,Краснодар,Для дома и дачи,Мебель и интерьер,Столы и стулья,,,Стол из нержавейки,Новый,2500.0,256,2017-03-22,Private,98db8ee6d1d7a8511fd359f4e4c134b2f0f6f39f8f9a97fe091f44ce1f01d9bd,1458.0,0.0
ed9e4a9214a2,349444a29977,Пермский край,Пермь,Недвижимость,Квартиры,Продам,2,Вторичка,"2-к квартира, 43.9 м², 2/9 эт.","Продам 2-х комнатную квартиру от собственника по ул Мира(р-н Ипподрома) 2/9 общая площадь 43,9 Комнаты изолированные. Сан узел раздельно.",2700000.0,1,2017-03-20,Private,,,0.34241
b9e41d1d842e,4a1ae9f7074d,Нижегородская область,Нижний Новгород,Хобби и отдых,Коллекционирование,Монеты,,,Монета 1825 год 3 копейки,,500.0,5,2017-03-15,Private,662add286288f26e07c8799b07cbfb90479901cd0ec8b7dde216e683588e68ab,2417.0,0.1571
dba3e2a24dfa,98db74da6f57,Татарстан,Набережные Челны,Личные вещи,Детская одежда и обувь,Для мальчиков,Верхняя одежда,122-128 см (6-8 лет),Куртка весеняя,Куртка на мальчика,510.0,267,2017-03-15,Company,8d51e96331269e442d9d21f1eb05b7d1b7cbc5b9b5a411be8c3b2007ab1823ad,52.0,0.12395999999999999
c1197b0ed8dc,3dca9937dbdf,Тюменская область,Тюмень,Личные вещи,Детская одежда и обувь,Для девочек,Обувь,33,Туфли новые 33 размер,"По стельке 20,5 см",700.0,58,2017-03-22,Private,1ae5f44f9b9a1e0200933752f94a5c98f6f993974ce406d1bcc28fdcbabccab4,87.0,0.0
23af9206d557,c9e14918bbc3,Красноярский край,Ачинск,Бытовая электроника,Аудио и видео,"Музыкальные центры, магнитолы",,,Музыкальный центр,Продам музыкальный центр без колонок на запчасти,500.0,43,2017-03-19,Private,,,0.0
c646d28b9baf,3feeab93c996,Омская область,Омск,Хобби и отдых,Коллекционирование,Монеты,,,5 Копеек,"5 копеек 1867 года - 2500р, 5000 LiRA 1997 года - 2500р.",2500.0,89,2017-03-15,Company,f7ec2c0db7076fc1a0d9280a6df2575f6fa4c4042a49413dca23784e153fc2b8,2418.0,0.0
a11f6ceca518,e94c69e8b418,Нижегородская область,Дзержинск,Бытовая электроника,Телефоны,iPhone,,,"iPhone 5s, 32 gb","В очень хорошем состояние  , к телефону относился очень бережно , на эране со время покупаки защитное стекло , ни когда не падал. Все функции работают, ни когда не глючил. Полный комплект . Продаю так как покупаю модель выше.",11500.0,3,2017-03-16,Private,d494fc7abb5e9ce1482f055b8c870f67abba28324203d9a4a9d9041f247df01f,2918.0,0.76786
0de394b2c92a,f6e48253f856,Самарская область,Самара,Транспорт,Автомобили,Новые,ВАЗ (LADA),Granta,"LADA Granta, 2017","Новый автомобиль Лада Гранта седан 1,6-8 кл 87лс. Комплектация  СТАНДАРТ. Год изготовления 2017./
ООО АвтоДилер - Это Дилерский центр Лада,с большим выбором новых автомобилей. Покупая автомобиль в нашем дилерском центре, Вы в первую очередь получаете юридически чистый автомобиль с полным пакетом документов и гарантией.Рекомендованная цена завода на данный автомобиль 392.900+6000 цвет, в нашем автосалоне дешевле!!!!!!/
  •Действуют скидки!!!/
-При наличной оплате./
-Trade-in./
-Кредит./
-Безналичная оплата./
•Весь Февраль приобретая автомобиль в нашем дилерском центре, вы получаете подарок на выбор:/
-Шиномонтаж./
-Ковры салона./
-Антикорразийная обработка./
-Незамерзающая жидкость./
•Скидка на любое дополнительное оборудование -40%./
•Вы можете забронировать автомобиль по телефону!/
•У нас всегда реальные цены,будем рады видеть Вас в нашем Автосалоне!/
•В наличии более 300 автомобилей./
•Интересующий автомобиль по комплектации и цвету уточняйте у менеджера автосалона!",363000.0,23,2017-03-16,Company,aab5500c7e1ee2268f0bb54d8c94ca18e01529d381b7443908ea3e840bf1781e,1102.0,0.31842
1a719e9c3a3c,a0fde6127a9a,Белгородская область,Белгород,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,40–42 (XS),Юбка. Новая. В хорошем состоянии,"Торг, обмен",600.0,17,2017-03-17,Private,6418110df2bfaeca9e8abc1113791d420a8860d4ee75cb6900842d8b043c2b44,81.0,0.0
9791b99801dd,72c144a86009,Ханты-Мансийский АО,Нефтеюганск,Бытовая электроника,Настольные компьютеры,,,,Фото кабинка,"Windows 7 стоит. Принтер, купюроприемник, системный блок, монитор сенсорный из чего состоит. Переносной, можно на машине перевозить. На корпоративы, свадьбы и т.п. Краски хватает на очень много фотографии. Подробности по телефону. Реальному клиенту торг.",75000.0,12,2017-03-24,Private,6e7944fb703517be34413a6a9b828db22a286007a7ea43de1cdcdf6678f7856b,1078.0,0.0
fe03dbc60ccf,fe1981c980cb,Свердловская область,Серов,Услуги,Предложение услуг,"Ремонт, строительство","Строительство домов, коттеджей",,Подъем домов,"Подъем домов, замена венцов, заливка фундамента./
Замена кровли, строение крыш и т.д. /
НЕДОРОГО.",,93,2017-03-21,Company,209e5f78c17d2b20672b8bbfac18457099439139db042d85f1cfd05948f8769f,1308.0,1.0
60f901b510f0,17cacca48883,Ярославская область,Переславль-Залесский,Недвижимость,Земельные участки,Продам,"Сельхозназначения (СНТ, ДНП)",,"Участок 12 сот. (СНТ, ДНП)","Продается земельный участок размером 12,65 соток.  Участок почти правильной квадратной формы, один угол чуть вытянут.  В близлежащих районах очень хорошие грибные и ягодные леса.  Вблизи деревня Нагорье, а до Переславля-Залесского,  где есть озеро Плещеево всего 50 километров.",300000.0,2,2017-03-23,Private,b8f631b49ff112e590aff0f585b9f815855998659476335da30a1f9fae3398b8,2037.0,0.06514
349e640ca2ec,dc6f9054cb15,Волгоградская область,Камышин,Для дома и дачи,Продукты питания,,,,Домашние яйца,Продаю домашние куриные яйца,60.0,2,2017-03-19,Private,,,0.12311
